Ensembl Transcript ID	Ensembl Gene ID	Associated Gene Name
ENST00000398560	ENSG00000104728	ARHGEF10
ENST00000371989	ENSG00000148248	SURF4
ENST00000485435	ENSG00000148248	SURF4
ENST00000371991	ENSG00000148248	SURF4
ENST00000545297	ENSG00000148248	SURF4
ENST00000613129	ENSG00000148248	SURF4
ENST00000618229	ENSG00000148248	SURF4
ENST00000232744	ENSG00000114626	ABTB1
ENST00000453791	ENSG00000114626	ABTB1
ENST00000468137	ENSG00000114626	ABTB1
ENST00000497162	ENSG00000114626	ABTB1
ENST00000621736	ENSG00000278570	NR2E3
ENST00000617575	ENSG00000278570	NR2E3
ENST00000621098	ENSG00000278570	NR2E3
ENST00000376221	ENSG00000204518	AADACL4
ENST00000466950	ENSG00000121542	SEC22A
ENST00000492595	ENSG00000121542	SEC22A
ENST00000473494	ENSG00000121542	SEC22A
ENST00000481965	ENSG00000121542	SEC22A
ENST00000466519	ENSG00000121542	SEC22A
ENST00000480631	ENSG00000121542	SEC22A
ENST00000491366	ENSG00000121542	SEC22A
ENST00000487572	ENSG00000121542	SEC22A
ENST00000309934	ENSG00000121542	SEC22A
ENST00000304926	ENSG00000140987	ZSCAN32
ENST00000396852	ENSG00000140987	ZSCAN32
ENST00000576500	ENSG00000140987	ZSCAN32
ENST00000439568	ENSG00000140987	ZSCAN32
ENST00000573327	ENSG00000140987	ZSCAN32
ENST00000574940	ENSG00000140987	ZSCAN32
ENST00000422427	ENSG00000140987	ZSCAN32
ENST00000575350	ENSG00000140987	ZSCAN32
ENST00000573719	ENSG00000140987	ZSCAN32
ENST00000571906	ENSG00000140987	ZSCAN32
ENST00000396846	ENSG00000140987	ZSCAN32
ENST00000618425	ENSG00000140987	ZSCAN32
ENST00000396045	ENSG00000155849	ELMO1
ENST00000310758	ENSG00000155849	ELMO1
ENST00000396040	ENSG00000155849	ELMO1
ENST00000442504	ENSG00000155849	ELMO1
ENST00000448602	ENSG00000155849	ELMO1
ENST00000420636	ENSG00000155849	ELMO1
ENST00000433246	ENSG00000155849	ELMO1
ENST00000424212	ENSG00000155849	ELMO1
ENST00000455119	ENSG00000155849	ELMO1
ENST00000455879	ENSG00000155849	ELMO1
ENST00000453399	ENSG00000155849	ELMO1
ENST00000445322	ENSG00000155849	ELMO1
ENST00000534663	ENSG00000166349	RAG1
ENST00000299440	ENSG00000166349	RAG1
ENST00000399889	ENSG00000182816	KRTAP13-2
ENST00000349139	ENSG00000065183	WDR3
ENST00000427410	ENSG00000066136	NFYC
ENST00000447388	ENSG00000066136	NFYC
ENST00000425457	ENSG00000066136	NFYC
ENST00000453631	ENSG00000066136	NFYC
ENST00000456393	ENSG00000066136	NFYC
ENST00000372654	ENSG00000066136	NFYC
ENST00000534399	ENSG00000066136	NFYC
ENST00000372653	ENSG00000066136	NFYC
ENST00000372669	ENSG00000066136	NFYC
ENST00000372652	ENSG00000066136	NFYC
ENST00000372651	ENSG00000066136	NFYC
ENST00000531464	ENSG00000066136	NFYC
ENST00000440226	ENSG00000066136	NFYC
ENST00000525290	ENSG00000066136	NFYC
ENST00000530965	ENSG00000066136	NFYC
ENST00000416859	ENSG00000066136	NFYC
ENST00000308733	ENSG00000066136	NFYC
ENST00000414185	ENSG00000066136	NFYC
ENST00000620728	ENSG00000066136	NFYC
ENST00000330537	ENSG00000185164	NOMO2
ENST00000381474	ENSG00000185164	NOMO2
ENST00000622306	ENSG00000185164	NOMO2
ENST00000621364	ENSG00000185164	NOMO2
ENST00000543392	ENSG00000185164	NOMO2
ENST00000283033	ENSG00000153066	TXNDC11
ENST00000356957	ENSG00000153066	TXNDC11
ENST00000576969	ENSG00000153066	TXNDC11
ENST00000624922	ENSG00000249715	FER1L5
ENST00000623019	ENSG00000249715	FER1L5
ENST00000623246	ENSG00000249715	FER1L5
ENST00000622983	ENSG00000249715	FER1L5
ENST00000228606	ENSG00000111012	CYP27B1
ENST00000546567	ENSG00000111012	CYP27B1
ENST00000546609	ENSG00000111012	CYP27B1
ENST00000331982	ENSG00000183709	IFNL2
ENST00000599056	ENSG00000170949	ZNF160
ENST00000601421	ENSG00000170949	ZNF160
ENST00000599247	ENSG00000170949	ZNF160
ENST00000601982	ENSG00000170949	ZNF160
ENST00000355147	ENSG00000170949	ZNF160
ENST00000418871	ENSG00000170949	ZNF160
ENST00000429604	ENSG00000170949	ZNF160
ENST00000339474	ENSG00000176809	LRRC37A3
ENST00000400877	ENSG00000176809	LRRC37A3
ENST00000334962	ENSG00000176809	LRRC37A3
ENST00000584306	ENSG00000176809	LRRC37A3
ENST00000581368	ENSG00000176809	LRRC37A3
ENST00000584788	ENSG00000176809	LRRC37A3
ENST00000319651	ENSG00000176809	LRRC37A3
ENST00000562530	ENSG00000158805	ZNF276
ENST00000289816	ENSG00000158805	ZNF276
ENST00000568064	ENSG00000158805	ZNF276
ENST00000443381	ENSG00000158805	ZNF276
ENST00000568295	ENSG00000158805	ZNF276
ENST00000381580	ENSG00000089012	SIRPG
ENST00000344103	ENSG00000089012	SIRPG
ENST00000303415	ENSG00000089012	SIRPG
ENST00000216927	ENSG00000089012	SIRPG
ENST00000381583	ENSG00000089012	SIRPG
ENST00000431180	ENSG00000181555	SETD2
ENST00000445387	ENSG00000181555	SETD2
ENST00000409792	ENSG00000181555	SETD2
ENST00000379555	ENSG00000164334	FAM170A
ENST00000515256	ENSG00000164334	FAM170A
ENST00000335286	ENSG00000164334	FAM170A
ENST00000613773	ENSG00000164334	FAM170A
ENST00000620555	ENSG00000164334	FAM170A
ENST00000375031	ENSG00000189410	SH2D5
ENST00000444387	ENSG00000189410	SH2D5
ENST00000518294	ENSG00000189410	SH2D5
ENST00000517430	ENSG00000189410	SH2D5
ENST00000436518	ENSG00000099904	ZDHHC8
ENST00000334554	ENSG00000099904	ZDHHC8
ENST00000320602	ENSG00000099904	ZDHHC8
ENST00000405930	ENSG00000099904	ZDHHC8
ENST00000400374	ENSG00000215454	KRTAP10-4
ENST00000369617	ENSG00000081026	MAGI3
ENST00000307546	ENSG00000081026	MAGI3
ENST00000369615	ENSG00000081026	MAGI3
ENST00000369611	ENSG00000081026	MAGI3
ENST00000359370	ENSG00000113578	FGF1
ENST00000378046	ENSG00000113578	FGF1
ENST00000337706	ENSG00000113578	FGF1
ENST00000360966	ENSG00000113578	FGF1
ENST00000407758	ENSG00000113578	FGF1
ENST00000441680	ENSG00000113578	FGF1
ENST00000419524	ENSG00000113578	FGF1
ENST00000394496	ENSG00000113578	FGF1
ENST00000411960	ENSG00000113578	FGF1
ENST00000621536	ENSG00000113578	FGF1
ENST00000619447	ENSG00000113578	FGF1
ENST00000610990	ENSG00000113578	FGF1
ENST00000612258	ENSG00000113578	FGF1
ENST00000318315	ENSG00000178776	C5orf46
ENST00000515291	ENSG00000178776	C5orf46
ENST00000444294	ENSG00000119283	TRIM67
ENST00000449018	ENSG00000119283	TRIM67
ENST00000366653	ENSG00000119283	TRIM67
ENST00000296550	ENSG00000170390	DCLK2
ENST00000411937	ENSG00000170390	DCLK2
ENST00000635524	ENSG00000170390	DCLK2
ENST00000506325	ENSG00000170390	DCLK2
ENST00000302176	ENSG00000170390	DCLK2
ENST00000615541	ENSG00000281991	TMEM265
ENST00000369904	ENSG00000134222	PSRC1
ENST00000409267	ENSG00000134222	PSRC1
ENST00000369907	ENSG00000134222	PSRC1
ENST00000409138	ENSG00000134222	PSRC1
ENST00000369903	ENSG00000134222	PSRC1
ENST00000369909	ENSG00000134222	PSRC1
ENST00000225724	ENSG00000108587	GOSR1
ENST00000451249	ENSG00000108587	GOSR1
ENST00000427274	ENSG00000108587	GOSR1
ENST00000537788	ENSG00000108587	GOSR1
ENST00000467337	ENSG00000108587	GOSR1
ENST00000581721	ENSG00000108587	GOSR1
ENST00000414833	ENSG00000108587	GOSR1
ENST00000610619	ENSG00000108587	GOSR1
ENST00000620049	ENSG00000108587	GOSR1
ENST00000357001	ENSG00000197273	GUCA2A
ENST00000311923	ENSG00000172680	MOS
ENST00000329553	ENSG00000183145	RIPPLY3
ENST00000511166	ENSG00000250709	CCDC169-SOHLH2
ENST00000458549	ENSG00000180694	TMEM64
ENST00000422900	ENSG00000180694	TMEM64
ENST00000519519	ENSG00000180694	TMEM64
ENST00000418210	ENSG00000180694	TMEM64
ENST00000356300	ENSG00000092051	JPH4
ENST00000397118	ENSG00000092051	JPH4
ENST00000489671	ENSG00000114126	TFDP2
ENST00000486111	ENSG00000114126	TFDP2
ENST00000477292	ENSG00000114126	TFDP2
ENST00000495310	ENSG00000114126	TFDP2
ENST00000467072	ENSG00000114126	TFDP2
ENST00000479040	ENSG00000114126	TFDP2
ENST00000487734	ENSG00000114126	TFDP2
ENST00000474279	ENSG00000114126	TFDP2
ENST00000467667	ENSG00000114126	TFDP2
ENST00000478006	ENSG00000114126	TFDP2
ENST00000497579	ENSG00000114126	TFDP2
ENST00000488107	ENSG00000114126	TFDP2
ENST00000475734	ENSG00000114126	TFDP2
ENST00000467634	ENSG00000114126	TFDP2
ENST00000499676	ENSG00000114126	TFDP2
ENST00000527089	ENSG00000177685	CRACR2B
ENST00000530183	ENSG00000177685	CRACR2B
ENST00000528542	ENSG00000177685	CRACR2B
ENST00000525077	ENSG00000177685	CRACR2B
ENST00000450448	ENSG00000177685	CRACR2B
ENST00000632401	ENSG00000275035	CCDC92
ENST00000631749	ENSG00000275035	CCDC92
ENST00000614047	ENSG00000275035	CCDC92
ENST00000340758	ENSG00000142224	IL19
ENST00000270218	ENSG00000142224	IL19
ENST00000620365	ENSG00000142224	IL19
ENST00000370552	ENSG00000172987	HPSE2
ENST00000370549	ENSG00000172987	HPSE2
ENST00000628193	ENSG00000172987	HPSE2
ENST00000370546	ENSG00000172987	HPSE2
ENST00000404542	ENSG00000172987	HPSE2
ENST00000614306	ENSG00000172987	HPSE2
ENST00000356713	ENSG00000119946	CNNM1
ENST00000439762	ENSG00000231370	PRRC2A
ENST00000416335	ENSG00000231370	PRRC2A
ENST00000322641	ENSG00000181609	OR52D1
ENST00000369155	ENSG00000184678	HIST2H2BE
ENST00000369160	ENSG00000184678	HIST2H2BE
ENST00000376131	ENSG00000102466	FGF14
ENST00000376143	ENSG00000102466	FGF14
ENST00000346798	ENSG00000142192	APP
ENST00000354192	ENSG00000142192	APP
ENST00000348990	ENSG00000142192	APP
ENST00000357903	ENSG00000142192	APP
ENST00000440126	ENSG00000142192	APP
ENST00000439274	ENSG00000142192	APP
ENST00000358918	ENSG00000142192	APP
ENST00000448850	ENSG00000142192	APP
ENST00000415997	ENSG00000142192	APP
ENST00000359726	ENSG00000142192	APP
ENST00000295101	ENSG00000162989	KCNJ3
ENST00000544049	ENSG00000162989	KCNJ3
ENST00000376325	ENSG00000187902	SHISA7
ENST00000416792	ENSG00000187902	SHISA7
ENST00000401702	ENSG00000198125	MB
ENST00000397326	ENSG00000198125	MB
ENST00000406324	ENSG00000198125	MB
ENST00000443033	ENSG00000198125	MB
ENST00000442617	ENSG00000198125	MB
ENST00000451685	ENSG00000198125	MB
ENST00000447607	ENSG00000198125	MB
ENST00000419229	ENSG00000198125	MB
ENST00000359787	ENSG00000198125	MB
ENST00000397328	ENSG00000198125	MB
ENST00000283426	ENSG00000153404	PLEKHG4B
ENST00000370938	ENSG00000116761	CTH
ENST00000346806	ENSG00000116761	CTH
ENST00000411986	ENSG00000116761	CTH
ENST00000360945	ENSG00000196860	TOMM20L
ENST00000557754	ENSG00000196860	TOMM20L
ENST00000622568	ENSG00000274971	GU182353.5
ENST00000302609	ENSG00000175395	ZNF25
ENST00000576640	ENSG00000262111	TAS2R30
ENST00000617188	ENSG00000262111	TAS2R30
ENST00000382771	ENSG00000206075	SERPINB5
ENST00000489441	ENSG00000206075	SERPINB5
ENST00000424602	ENSG00000206075	SERPINB5
ENST00000355459	ENSG00000198390	KRTAP13-1
ENST00000340363	ENSG00000187997	C17orf99
ENST00000360833	ENSG00000102890	ELMO3
ENST00000393997	ENSG00000102890	ELMO3
ENST00000477898	ENSG00000102890	ELMO3
ENST00000334160	ENSG00000186980	KRTAP23-1
ENST00000396432	ENSG00000107863	ARHGAP21
ENST00000418033	ENSG00000107863	ARHGAP21
ENST00000418325	ENSG00000107863	ARHGAP21
ENST00000376410	ENSG00000107863	ARHGAP21
ENST00000446003	ENSG00000107863	ARHGAP21
ENST00000416305	ENSG00000107863	ARHGAP21
ENST00000612832	ENSG00000107863	ARHGAP21
ENST00000320481	ENSG00000107863	ARHGAP21
ENST00000338513	ENSG00000189280	GJB5
ENST00000407540	ENSG00000132031	MATN3
ENST00000421259	ENSG00000132031	MATN3
ENST00000329753	ENSG00000237247	MBD3L5
ENST00000231524	ENSG00000113595	TRIM23
ENST00000381018	ENSG00000113595	TRIM23
ENST00000274327	ENSG00000113595	TRIM23
ENST00000505205	ENSG00000113595	TRIM23
ENST00000379440	ENSG00000171867	PRNP
ENST00000430350	ENSG00000171867	PRNP
ENST00000424424	ENSG00000171867	PRNP
ENST00000457586	ENSG00000171867	PRNP
ENST00000220058	ENSG00000103707	MTFMT
ENST00000558460	ENSG00000103707	MTFMT
ENST00000560717	ENSG00000103707	MTFMT
ENST00000543678	ENSG00000103707	MTFMT
ENST00000370536	ENSG00000134595	SOX3
ENST00000312210	ENSG00000143409	FAM63A
ENST00000361936	ENSG00000143409	FAM63A
ENST00000361738	ENSG00000143409	FAM63A
ENST00000493834	ENSG00000143409	FAM63A
ENST00000622754	ENSG00000143409	FAM63A
ENST00000370128	ENSG00000137996	RTCA
ENST00000260563	ENSG00000137996	RTCA
ENST00000370126	ENSG00000137996	RTCA
ENST00000171887	ENSG00000079308	TNS1
ENST00000446688	ENSG00000079308	TNS1
ENST00000419504	ENSG00000079308	TNS1
ENST00000430930	ENSG00000079308	TNS1
ENST00000446903	ENSG00000079308	TNS1
ENST00000413554	ENSG00000079308	TNS1
ENST00000310858	ENSG00000079308	TNS1
ENST00000453356	ENSG00000079308	TNS1
ENST00000611415	ENSG00000079308	TNS1
ENST00000615025	ENSG00000079308	TNS1
ENST00000544257	ENSG00000166532	RIMKLB
ENST00000535829	ENSG00000166532	RIMKLB
ENST00000538135	ENSG00000166532	RIMKLB
ENST00000357529	ENSG00000166532	RIMKLB
ENST00000619374	ENSG00000166532	RIMKLB
ENST00000307439	ENSG00000169435	RASSF6
ENST00000342081	ENSG00000169435	RASSF6
ENST00000395777	ENSG00000169435	RASSF6
ENST00000335049	ENSG00000169435	RASSF6
ENST00000484964	ENSG00000244672	LY6G5B
ENST00000373606	ENSG00000101363	MANBAL
ENST00000397150	ENSG00000101363	MANBAL
ENST00000397152	ENSG00000101363	MANBAL
ENST00000373605	ENSG00000101363	MANBAL
ENST00000397151	ENSG00000101363	MANBAL
ENST00000456159	ENSG00000105976	MET
ENST00000397752	ENSG00000105976	MET
ENST00000318493	ENSG00000105976	MET
ENST00000422097	ENSG00000105976	MET
ENST00000454623	ENSG00000105976	MET
ENST00000436117	ENSG00000105976	MET
ENST00000284268	ENSG00000154122	ANKH
ENST00000505140	ENSG00000154122	ANKH
ENST00000583088	ENSG00000184185	KCNJ12
ENST00000331718	ENSG00000184185	KCNJ12
ENST00000218075	ENSG00000101958	GLRA2
ENST00000355020	ENSG00000101958	GLRA2
ENST00000415367	ENSG00000101958	GLRA2
ENST00000443437	ENSG00000101958	GLRA2
ENST00000457736	ENSG00000233136	USP17L11
ENST00000613973	ENSG00000233136	USP17L11
ENST00000622113	ENSG00000274391	TPTE
ENST00000612957	ENSG00000274391	TPTE
ENST00000618007	ENSG00000274391	TPTE
ENST00000427445	ENSG00000274391	TPTE
ENST00000612746	ENSG00000274391	TPTE
ENST00000337288	ENSG00000084090	STARD7
ENST00000443962	ENSG00000084090	STARD7
ENST00000356641	ENSG00000196914	ARHGEF12
ENST00000397843	ENSG00000196914	ARHGEF12
ENST00000532993	ENSG00000196914	ARHGEF12
ENST00000361883	ENSG00000221852	KRTAP1-5
ENST00000470487	ENSG00000173905	GOLIM4
ENST00000309027	ENSG00000173905	GOLIM4
ENST00000452765	ENSG00000087266	SH3BP2
ENST00000513020	ENSG00000087266	SH3BP2
ENST00000435136	ENSG00000087266	SH3BP2
ENST00000511747	ENSG00000087266	SH3BP2
ENST00000515737	ENSG00000087266	SH3BP2
ENST00000356331	ENSG00000087266	SH3BP2
ENST00000442312	ENSG00000087266	SH3BP2
ENST00000503393	ENSG00000087266	SH3BP2
ENST00000264387	ENSG00000042304	C2orf83
ENST00000409066	ENSG00000042304	C2orf83
ENST00000416247	ENSG00000224531	SMIM13
ENST00000376935	ENSG00000224531	SMIM13
ENST00000555531	ENSG00000256206	RP11-140L24.4
ENST00000373450	ENSG00000242366	UGT1A8
ENST00000300093	ENSG00000166851	PLK1
ENST00000570220	ENSG00000166851	PLK1
ENST00000567897	ENSG00000166851	PLK1
ENST00000568568	ENSG00000166851	PLK1
ENST00000357156	ENSG00000125971	DYNLRB1
ENST00000300469	ENSG00000125971	DYNLRB1
ENST00000498907	ENSG00000245848	CEBPA
ENST00000254765	ENSG00000132429	POPDC3
ENST00000429112	ENSG00000132429	POPDC3
ENST00000225823	ENSG00000108684	ASIC2
ENST00000359872	ENSG00000108684	ASIC2
ENST00000334151	ENSG00000186977	KRTAP19-5
ENST00000450357	ENSG00000187699	C2orf88
ENST00000396974	ENSG00000187699	C2orf88
ENST00000409545	ENSG00000187699	C2orf88
ENST00000409870	ENSG00000187699	C2orf88
ENST00000340623	ENSG00000187699	C2orf88
ENST00000443551	ENSG00000187699	C2orf88
ENST00000526995	ENSG00000175104	TRAF6
ENST00000348124	ENSG00000175104	TRAF6
ENST00000382410	ENSG00000178591	DEFB125
ENST00000617190	ENSG00000132128	LRRC41
ENST00000343304	ENSG00000132128	LRRC41
ENST00000313766	ENSG00000177706	FAM20C
ENST00000503322	ENSG00000250641	XXbac-BPG32J3.19
ENST00000222482	ENSG00000128510	CPA4
ENST00000492072	ENSG00000128510	CPA4
ENST00000473956	ENSG00000128510	CPA4
ENST00000493259	ENSG00000128510	CPA4
ENST00000445470	ENSG00000128510	CPA4
ENST00000419735	ENSG00000146776	ATXN7L1
ENST00000477775	ENSG00000146776	ATXN7L1
ENST00000318724	ENSG00000146776	ATXN7L1
ENST00000254691	ENSG00000132357	CARD6
ENST00000381677	ENSG00000132357	CARD6
ENST00000430303	ENSG00000149043	SYT8
ENST00000417052	ENSG00000149043	SYT8
ENST00000381968	ENSG00000149043	SYT8
ENST00000381978	ENSG00000149043	SYT8
ENST00000341958	ENSG00000149043	SYT8
ENST00000555133	ENSG00000100591	AHSA1
ENST00000216479	ENSG00000100591	AHSA1
ENST00000535854	ENSG00000100591	AHSA1
ENST00000555517	ENSG00000100591	AHSA1
ENST00000553374	ENSG00000100591	AHSA1
ENST00000555729	ENSG00000100591	AHSA1
ENST00000556369	ENSG00000100591	AHSA1
ENST00000252655	ENSG00000130363	RSPH3
ENST00000356725	ENSG00000197863	ZNF790
ENST00000528994	ENSG00000197863	ZNF790
ENST00000586323	ENSG00000197863	ZNF790
ENST00000525288	ENSG00000197863	ZNF790
ENST00000527645	ENSG00000197863	ZNF790
ENST00000613249	ENSG00000197863	ZNF790
ENST00000614179	ENSG00000197863	ZNF790
ENST00000615484	ENSG00000197863	ZNF790
ENST00000573680	ENSG00000263141	PAXBP1
ENST00000574159	ENSG00000263141	PAXBP1
ENST00000416668	ENSG00000226124	FTCDNL1
ENST00000420922	ENSG00000226124	FTCDNL1
ENST00000420128	ENSG00000226124	FTCDNL1
ENST00000622774	ENSG00000226124	FTCDNL1
ENST00000267406	ENSG00000139899	CBLN3
ENST00000555436	ENSG00000139899	CBLN3
ENST00000611311	ENSG00000276885	KIR2DS4
ENST00000296438	ENSG00000164049	FBXW12
ENST00000436231	ENSG00000164049	FBXW12
ENST00000445170	ENSG00000164049	FBXW12
ENST00000415155	ENSG00000164049	FBXW12
ENST00000510439	ENSG00000184206	GOLGA6L4
ENST00000422563	ENSG00000184206	GOLGA6L4
ENST00000217428	ENSG00000101446	SPINT3
ENST00000281382	ENSG00000151665	PIGF
ENST00000420164	ENSG00000151665	PIGF
ENST00000306465	ENSG00000151665	PIGF
ENST00000412717	ENSG00000151665	PIGF
ENST00000474980	ENSG00000151665	PIGF
ENST00000335251	ENSG00000164066	INTU
ENST00000503626	ENSG00000164066	INTU
ENST00000503952	ENSG00000164066	INTU
ENST00000612610	ENSG00000277117	CH507-9B2.1
ENST00000623960	ENSG00000277117	CH507-9B2.1
ENST00000623795	ENSG00000277117	CH507-9B2.1
ENST00000620481	ENSG00000277117	CH507-9B2.1
ENST00000596731	ENSG00000105583	WDR83OS
ENST00000222190	ENSG00000105583	WDR83OS
ENST00000598732	ENSG00000105583	WDR83OS
ENST00000267843	ENSG00000140285	FGF7
ENST00000560270	ENSG00000140285	FGF7
ENST00000560765	ENSG00000140285	FGF7
ENST00000560979	ENSG00000140285	FGF7
ENST00000614567	ENSG00000140285	FGF7
ENST00000296955	ENSG00000164465	DCBLD1
ENST00000338728	ENSG00000164465	DCBLD1
ENST00000382398	ENSG00000125788	DEFB126
ENST00000256474	ENSG00000134086	VHL
ENST00000345392	ENSG00000134086	VHL
ENST00000600291	ENSG00000105695	MAG
ENST00000392213	ENSG00000105695	MAG
ENST00000361922	ENSG00000105695	MAG
ENST00000595791	ENSG00000105695	MAG
ENST00000537831	ENSG00000105695	MAG
ENST00000403853	ENSG00000143919	CAMKMT
ENST00000378494	ENSG00000143919	CAMKMT
ENST00000512701	ENSG00000155158	TTC39B
ENST00000507285	ENSG00000155158	TTC39B
ENST00000507993	ENSG00000155158	TTC39B
ENST00000380850	ENSG00000155158	TTC39B
ENST00000297615	ENSG00000155158	TTC39B
ENST00000578956	ENSG00000167524	SGK494
ENST00000494272	ENSG00000167524	SGK494
ENST00000301037	ENSG00000167524	SGK494
ENST00000530121	ENSG00000167524	SGK494
ENST00000525510	ENSG00000167524	SGK494
ENST00000589018	ENSG00000120784	ZFP30
ENST00000351218	ENSG00000120784	ZFP30
ENST00000514101	ENSG00000120784	ZFP30
ENST00000587809	ENSG00000120784	ZFP30
ENST00000588979	ENSG00000120784	ZFP30
ENST00000392144	ENSG00000120784	ZFP30
ENST00000406334	ENSG00000273398	RP11-474G23.1
ENST00000300576	ENSG00000167195	GOLGA6C
ENST00000610261	ENSG00000272602	ZNF595
ENST00000608255	ENSG00000272602	ZNF595
ENST00000609518	ENSG00000272602	ZNF595
ENST00000509152	ENSG00000272602	ZNF595
ENST00000338121	ENSG00000125812	GZF1
ENST00000377051	ENSG00000125812	GZF1
ENST00000430233	ENSG00000228520	RING1
ENST00000510260	ENSG00000173369	C1QB
ENST00000509305	ENSG00000173369	C1QB
ENST00000432749	ENSG00000173369	C1QB
ENST00000314933	ENSG00000173369	C1QB
ENST00000427936	ENSG00000230254	HLA-E
ENST00000408899	ENSG00000221938	OR2A14
ENST00000627593	ENSG00000221938	OR2A14
ENST00000254190	ENSG00000131873	CHSY1
ENST00000382388	ENSG00000088782	DEFB127
ENST00000299608	ENSG00000166479	TMX3
ENST00000564631	ENSG00000166479	TMX3
ENST00000569053	ENSG00000166479	TMX3
ENST00000443099	ENSG00000166479	TMX3
ENST00000562706	ENSG00000166479	TMX3
ENST00000565918	ENSG00000166479	TMX3
ENST00000569982	ENSG00000166479	TMX3
ENST00000576372	ENSG00000262938	C21orf62
ENST00000576061	ENSG00000262938	C21orf62
ENST00000571812	ENSG00000262938	C21orf62
ENST00000610926	ENSG00000262938	C21orf62
ENST00000295683	ENSG00000163464	CXCR1
ENST00000375825	ENSG00000244355	LY6G6D
ENST00000477715	ENSG00000145757	SPATA9
ENST00000316087	ENSG00000145757	SPATA9
ENST00000274432	ENSG00000145757	SPATA9
ENST00000489917	ENSG00000145757	SPATA9
ENST00000243298	ENSG00000123570	RAB9B
ENST00000325875	ENSG00000178966	RMI1
ENST00000631187	ENSG00000276856	TUBGCP5
ENST00000630135	ENSG00000276856	TUBGCP5
ENST00000620361	ENSG00000276856	TUBGCP5
ENST00000628386	ENSG00000276856	TUBGCP5
ENST00000625857	ENSG00000276856	TUBGCP5
ENST00000626276	ENSG00000276856	TUBGCP5
ENST00000626693	ENSG00000276856	TUBGCP5
ENST00000627961	ENSG00000276856	TUBGCP5
ENST00000523008	ENSG00000034239	EFCAB1
ENST00000521701	ENSG00000034239	EFCAB1
ENST00000262103	ENSG00000034239	EFCAB1
ENST00000522254	ENSG00000034239	EFCAB1
ENST00000523092	ENSG00000034239	EFCAB1
ENST00000433756	ENSG00000034239	EFCAB1
ENST00000283357	ENSG00000153347	FAM81B
ENST00000372133	ENSG00000096080	MRPS18A
ENST00000372116	ENSG00000096080	MRPS18A
ENST00000427312	ENSG00000096080	MRPS18A
ENST00000317508	ENSG00000052344	PRSS8
ENST00000568261	ENSG00000052344	PRSS8
ENST00000567531	ENSG00000052344	PRSS8
ENST00000567797	ENSG00000052344	PRSS8
ENST00000621433	ENSG00000277518	MUC6
ENST00000263657	ENSG00000115946	PNO1
ENST00000278412	ENSG00000149136	SSRP1
ENST00000526696	ENSG00000149136	SSRP1
ENST00000529002	ENSG00000149136	SSRP1
ENST00000403050	ENSG00000106443	PHF14
ENST00000634607	ENSG00000106443	PHF14
ENST00000393313	ENSG00000048405	ZNF800
ENST00000265827	ENSG00000048405	ZNF800
ENST00000393312	ENSG00000048405	ZNF800
ENST00000434602	ENSG00000048405	ZNF800
ENST00000436992	ENSG00000048405	ZNF800
ENST00000439506	ENSG00000048405	ZNF800
ENST00000619291	ENSG00000048405	ZNF800
ENST00000285928	ENSG00000155530	LRGUK
ENST00000292641	ENSG00000161055	SCGB3A1
ENST00000394014	ENSG00000213416	KRTAP4-12
ENST00000295888	ENSG00000163625	WDFY3
ENST00000614753	ENSG00000276357	KIR3DL2
ENST00000613029	ENSG00000276357	KIR3DL2
ENST00000303904	ENSG00000168090	COPS6
ENST00000418625	ENSG00000168090	COPS6
ENST00000547691	ENSG00000198707	CEP290
ENST00000552810	ENSG00000198707	CEP290
ENST00000604024	ENSG00000198707	CEP290
ENST00000547926	ENSG00000198707	CEP290
ENST00000550962	ENSG00000198707	CEP290
ENST00000552770	ENSG00000198707	CEP290
ENST00000309041	ENSG00000198707	CEP290
ENST00000397838	ENSG00000198707	CEP290
ENST00000352432	ENSG00000157087	ATP2B2
ENST00000383800	ENSG00000157087	ATP2B2
ENST00000460129	ENSG00000157087	ATP2B2
ENST00000397077	ENSG00000157087	ATP2B2
ENST00000452124	ENSG00000157087	ATP2B2
ENST00000360273	ENSG00000157087	ATP2B2
ENST00000425953	ENSG00000233757	AC092835.2
ENST00000614286	ENSG00000233757	AC092835.2
ENST00000345847	ENSG00000198090	KRTAP4-6
ENST00000371470	ENSG00000162385	MAGOH
ENST00000371466	ENSG00000162385	MAGOH
ENST00000513276	ENSG00000112984	KIF20A
ENST00000394894	ENSG00000112984	KIF20A
ENST00000508792	ENSG00000112984	KIF20A
ENST00000504621	ENSG00000112984	KIF20A
ENST00000502338	ENSG00000112984	KIF20A
ENST00000354336	ENSG00000099942	CRKL
ENST00000411769	ENSG00000099942	CRKL
ENST00000265404	ENSG00000035720	STAP1
ENST00000396225	ENSG00000035720	STAP1
ENST00000397641	ENSG00000133422	MORC2
ENST00000215862	ENSG00000133422	MORC2
ENST00000373894	ENSG00000130768	SMPDL3B
ENST00000411604	ENSG00000130768	SMPDL3B
ENST00000373888	ENSG00000130768	SMPDL3B
ENST00000549094	ENSG00000130768	SMPDL3B
ENST00000340345	ENSG00000188694	KRTAP24-1
ENST00000343246	ENSG00000198271	KRTAP4-5
ENST00000380490	ENSG00000132965	ALOX5AP
ENST00000617770	ENSG00000132965	ALOX5AP
ENST00000393004	ENSG00000118407	FILIP1
ENST00000237172	ENSG00000118407	FILIP1
