# Sample_ID	Tissue_General	Tissue_Specific
GTEX-NFK9-0726-SM-2HMJW	Thyroid	Thyroid
GTEX-NPJ8-2526-SM-2HML8	Thyroid	Thyroid
GTEX-OHPK-2626-SM-2HMK9	Thyroid	Thyroid
GTEX-OHPM-2626-SM-33HC5	Thyroid	Thyroid
GTEX-OIZG-0226-SM-2TC5L	Thyroid	Thyroid
GTEX-OIZH-2626-SM-2HMJM	Thyroid	Thyroid
GTEX-OIZI-0726-SM-2XCEI	Thyroid	Thyroid
GTEX-OOBJ-2626-SM-2I3F6	Thyroid	Thyroid
GTEX-OOBK-2626-SM-2HMKY	Thyroid	Thyroid
GTEX-OXRK-0626-SM-2HMJ5	Thyroid	Thyroid
GTEX-OXRL-2626-SM-2I3F1	Thyroid	Thyroid
GTEX-OXRO-1226-SM-48TDL	Thyroid	Thyroid
GTEX-OXRP-0326-SM-33HBJ	Thyroid	Thyroid
GTEX-P4PQ-2626-SM-33HC9	Thyroid	Thyroid
GTEX-P4QS-2626-SM-2I3EV	Thyroid	Thyroid
GTEX-P4QT-2626-SM-2I3FM	Thyroid	Thyroid
GTEX-P78B-0526-SM-2I5F7	Thyroid	Thyroid
GTEX-PLZ4-1226-SM-2I5FE	Thyroid	Thyroid
GTEX-POYW-0826-SM-2XCEM	Thyroid	Thyroid
GTEX-PSDG-0726-SM-2I5FN	Thyroid	Thyroid
GTEX-PWCY-2326-SM-2I3EQ	Thyroid	Thyroid
GTEX-PWN1-2626-SM-2I3FH	Thyroid	Thyroid
GTEX-PWOO-0926-SM-2I3EC	Thyroid	Thyroid
GTEX-PX3G-2626-SM-2I3EG	Thyroid	Thyroid
GTEX-Q2AG-0826-SM-2HMKF	Thyroid	Thyroid
GTEX-Q2AH-0726-SM-2I3EA	Thyroid	Thyroid
GTEX-Q2AI-0326-SM-2I3EK	Thyroid	Thyroid
GTEX-Q734-0526-SM-2I3EH	Thyroid	Thyroid
GTEX-QDVJ-0226-SM-2I5FV	Thyroid	Thyroid
GTEX-QDVN-0626-SM-2I3FP	Thyroid	Thyroid
GTEX-QEG5-0826-SM-2I5GF	Thyroid	Thyroid
GTEX-QEL4-0726-SM-3GIJ5	Thyroid	Thyroid
GTEX-QLQ7-0726-SM-2I5G2	Thyroid	Thyroid
GTEX-QMRM-0726-SM-2I5G8	Thyroid	Thyroid
GTEX-QV31-0726-SM-3GAEG	Thyroid	Thyroid
GTEX-QV44-0826-SM-2S1RG	Thyroid	Thyroid
GTEX-QXCU-0326-SM-2TC63	Thyroid	Thyroid
GTEX-R3RS-0726-SM-3GIJR	Thyroid	Thyroid
GTEX-R53T-0526-SM-3GADL	Thyroid	Thyroid
GTEX-R55C-0626-SM-2TF4Q	Thyroid	Thyroid
GTEX-R55E-0826-SM-2TC5M	Thyroid	Thyroid
GTEX-REY6-0526-SM-2TF5M	Thyroid	Thyroid
GTEX-RM2N-0526-SM-2TF4N	Thyroid	Thyroid
GTEX-RN64-0626-SM-2TC5V	Thyroid	Thyroid
GTEX-RNOR-0926-SM-2TF56	Thyroid	Thyroid
GTEX-RTLS-0626-SM-5SI7Z	Thyroid	Thyroid
GTEX-RU1J-0226-SM-2TF5Y	Thyroid	Thyroid
GTEX-RU72-0126-SM-2TF6Z	Thyroid	Thyroid
GTEX-RUSQ-1026-SM-2TF6V	Thyroid	Thyroid
GTEX-RVPV-1226-SM-2TF73	Thyroid	Thyroid
GTEX-RWS6-0626-SM-2XCAS	Thyroid	Thyroid
GTEX-RWSA-0826-SM-2XCBF	Thyroid	Thyroid
GTEX-S32W-0726-SM-2XCBL	Thyroid	Thyroid
GTEX-S341-0226-SM-5S2VG	Thyroid	Thyroid
GTEX-S4P3-0226-SM-3K2BD	Thyroid	Thyroid
GTEX-S4Q7-0326-SM-3K2B1	Thyroid	Thyroid
GTEX-S4Z8-0326-SM-3K2AU	Thyroid	Thyroid
GTEX-S7SE-0726-SM-2XCD7	Thyroid	Thyroid
GTEX-S7SF-0226-SM-5SI7H	Thyroid	Thyroid
GTEX-SE5C-0726-SM-4BRWY	Thyroid	Thyroid
GTEX-SIU8-0626-SM-2XCDN	Thyroid	Thyroid
GTEX-SJXC-0726-SM-2XCFJ	Thyroid	Thyroid
GTEX-SN8G-1526-SM-4DM79	Thyroid	Thyroid
GTEX-SNOS-0226-SM-32PLR	Thyroid	Thyroid
GTEX-SUCS-0226-SM-32PLQ	Thyroid	Thyroid
GTEX-T2IS-0626-SM-32QP6	Thyroid	Thyroid
GTEX-T5JW-1226-SM-3GACY	Thyroid	Thyroid
GTEX-T6MN-0626-SM-32PM9	Thyroid	Thyroid
GTEX-T6MO-0226-SM-32QOL	Thyroid	Thyroid
GTEX-T8EM-0226-SM-3DB7C	Thyroid	Thyroid
GTEX-TKQ1-0126-SM-33HB3	Thyroid	Thyroid
GTEX-TSE9-0626-SM-3DB8B	Thyroid	Thyroid
GTEX-U3ZH-0226-SM-3DB7B	Thyroid	Thyroid
GTEX-U3ZM-0126-SM-3DB8M	Thyroid	Thyroid
GTEX-U3ZN-0326-SM-3DB86	Thyroid	Thyroid
GTEX-U4B1-0626-SM-3DB8L	Thyroid	Thyroid
GTEX-U8T8-2326-SM-3DB96	Thyroid	Thyroid
GTEX-UJMC-0326-SM-3GAE2	Thyroid	Thyroid
GTEX-UPIC-0226-SM-3GADO	Thyroid	Thyroid
GTEX-V1D1-0926-SM-4JBHQ	Thyroid	Thyroid
GTEX-V955-0426-SM-3GAEL	Thyroid	Thyroid
GTEX-VJYA-0426-SM-3GIJK	Thyroid	Thyroid
GTEX-VUSG-0426-SM-3GIKD	Thyroid	Thyroid
GTEX-W5WG-1426-SM-4KKZP	Thyroid	Thyroid
GTEX-W5X1-0426-SM-3GILB	Thyroid	Thyroid
GTEX-WEY5-0526-SM-3GIKZ	Thyroid	Thyroid
GTEX-WFG7-0326-SM-5SI7L	Thyroid	Thyroid
GTEX-WFG8-0426-SM-3GILD	Thyroid	Thyroid
GTEX-WFJO-0226-SM-3GIKW	Thyroid	Thyroid
GTEX-WH7G-0526-SM-3NMBI	Thyroid	Thyroid
GTEX-WHPG-0226-SM-3NMB9	Thyroid	Thyroid
GTEX-WHSB-1626-SM-3LK6J	Thyroid	Thyroid
GTEX-WHSE-0626-SM-4RGNF	Thyroid	Thyroid
GTEX-WK11-0926-SM-3NMAU	Thyroid	Thyroid
GTEX-WL46-0126-SM-3TW8I	Thyroid	Thyroid
GTEX-WOFL-0726-SM-3MJG4	Thyroid	Thyroid
GTEX-WRHU-0926-SM-4E3IG	Thyroid	Thyroid
GTEX-WVLH-0626-SM-3MJG7	Thyroid	Thyroid
GTEX-WWYW-0826-SM-3NB2X	Thyroid	Thyroid
GTEX-WXYG-0226-SM-3NB2Y	Thyroid	Thyroid
GTEX-WY7C-0226-SM-3NB37	Thyroid	Thyroid
GTEX-WYBS-1926-SM-3NM8N	Thyroid	Thyroid
GTEX-WYJK-1626-SM-3NM9J	Thyroid	Thyroid
GTEX-WYVS-0326-SM-3NM9V	Thyroid	Thyroid
GTEX-X15G-0526-SM-3NMB7	Thyroid	Thyroid
GTEX-X4LF-0426-SM-3NMB5	Thyroid	Thyroid
GTEX-X4XX-0926-SM-46MV7	Thyroid	Thyroid
GTEX-X4XY-0826-SM-4E3JM	Thyroid	Thyroid
GTEX-X5EB-0726-SM-46MVR	Thyroid	Thyroid
GTEX-X8HC-0726-SM-46MWG	Thyroid	Thyroid
GTEX-XBED-0126-SM-47JY7	Thyroid	Thyroid
GTEX-XBEW-0126-SM-4AT66	Thyroid	Thyroid
GTEX-XGQ4-0426-SM-4AT4I	Thyroid	Thyroid
GTEX-XLM4-0726-SM-4AT64	Thyroid	Thyroid
GTEX-XMK1-0626-SM-4B65A	Thyroid	Thyroid
GTEX-XUJ4-0726-SM-4BOOP	Thyroid	Thyroid
GTEX-XUW1-1026-SM-4BONY	Thyroid	Thyroid
GTEX-XUZC-0126-SM-4BOO6	Thyroid	Thyroid
GTEX-XV7Q-0326-SM-4BRVM	Thyroid	Thyroid
GTEX-XXEK-1326-SM-4BRV1	Thyroid	Thyroid
GTEX-Y111-1926-SM-4SOIS	Thyroid	Thyroid
GTEX-Y114-0626-SM-4TT98	Thyroid	Thyroid
GTEX-Y3I4-0226-SM-4TT27	Thyroid	Thyroid
GTEX-Y3IK-0526-SM-4WWE3	Thyroid	Thyroid
GTEX-Y5LM-0626-SM-4V6G4	Thyroid	Thyroid
GTEX-Y5V5-0326-SM-5RQJG	Thyroid	Thyroid
GTEX-Y5V6-0526-SM-4VBRV	Thyroid	Thyroid
GTEX-Y8E4-0126-SM-4VBQ2	Thyroid	Thyroid
GTEX-Y9LG-0426-SM-4VBRT	Thyroid	Thyroid
GTEX-YB5E-0626-SM-4VDSE	Thyroid	Thyroid
GTEX-YB5K-0526-SM-5LUAS	Thyroid	Thyroid
GTEX-YEC3-0826-SM-4WWFP	Thyroid	Thyroid
GTEX-YEC4-0626-SM-5CVLU	Thyroid	Thyroid
GTEX-YF7O-0726-SM-4W213	Thyroid	Thyroid
GTEX-YFCO-0326-SM-4W1ZP	Thyroid	Thyroid
GTEX-YJ89-0726-SM-5P9F7	Thyroid	Thyroid
GTEX-Z9EW-0226-SM-5CVM7	Thyroid	Thyroid
GTEX-ZA64-0426-SM-5HL96	Thyroid	Thyroid
GTEX-ZAB5-0726-SM-5P9JG	Thyroid	Thyroid
GTEX-ZAJG-0726-SM-5HL9A	Thyroid	Thyroid
GTEX-ZAK1-0726-SM-5HL8Q	Thyroid	Thyroid
GTEX-ZC5H-0626-SM-5LU9K	Thyroid	Thyroid
GTEX-ZDTS-0926-SM-4WAXG	Thyroid	Thyroid
GTEX-ZDYS-0626-SM-5J2N5	Thyroid	Thyroid
GTEX-ZE7O-1126-SM-57WC8	Thyroid	Thyroid
GTEX-ZGAY-1026-SM-4WWBR	Thyroid	Thyroid
GTEX-ZLFU-0626-SM-4WWBO	Thyroid	Thyroid
GTEX-ZLWG-0526-SM-4WWFB	Thyroid	Thyroid
GTEX-ZPCL-0126-SM-4WWC8	Thyroid	Thyroid
GTEX-ZPU1-0426-SM-4WWCA	Thyroid	Thyroid
GTEX-ZQG8-0926-SM-57WFF	Thyroid	Thyroid
GTEX-ZQUD-0126-SM-4YCDY	Thyroid	Thyroid
GTEX-ZT9W-0226-SM-4YCCZ	Thyroid	Thyroid
GTEX-ZT9X-0226-SM-51MT2	Thyroid	Thyroid
GTEX-ZTPG-0826-SM-5DUVC	Thyroid	Thyroid
GTEX-ZTSS-0226-SM-59877	Thyroid	Thyroid
GTEX-ZTX8-0626-SM-59HKC	Thyroid	Thyroid
GTEX-ZUA1-0926-SM-4YCDX	Thyroid	Thyroid
GTEX-ZV6S-0226-SM-59HJT	Thyroid	Thyroid
GTEX-ZV7C-0126-SM-57WDE	Thyroid	Thyroid
GTEX-ZVP2-0426-SM-57WC2	Thyroid	Thyroid
GTEX-ZVT3-0726-SM-5GICN	Thyroid	Thyroid
GTEX-ZVZP-1026-SM-5GICI	Thyroid	Thyroid
GTEX-ZVZQ-0626-SM-59HJU	Thyroid	Thyroid
GTEX-ZXG5-0926-SM-5NQ8H	Thyroid	Thyroid
GTEX-ZY6K-0226-SM-5SIAY	Thyroid	Thyroid
GTEX-ZYFC-0926-SM-5GZWW	Thyroid	Thyroid
GTEX-ZYFD-0826-SM-5NQ9A	Thyroid	Thyroid
GTEX-ZYFG-0626-SM-5GZYA	Thyroid	Thyroid
GTEX-ZYT6-0426-SM-5GID3	Thyroid	Thyroid
GTEX-ZYVF-1126-SM-5E458	Thyroid	Thyroid
GTEX-ZYW4-1126-SM-5SI99	Thyroid	Thyroid
GTEX-ZZ64-0126-SM-5GZXA	Thyroid	Thyroid
GTEX-ZZPU-1326-SM-5GZWS	Thyroid	Thyroid
GTEX-111FC-0426-SM-5N9CV	Blood Vessel	Artery - Tibial
GTEX-111YS-2226-SM-5987P	Blood Vessel	Artery - Tibial
GTEX-1128S-2526-SM-5H11N	Blood Vessel	Artery - Tibial
GTEX-113IC-0426-SM-5HL5O	Blood Vessel	Artery - Tibial
GTEX-117YX-2626-SM-5EQ53	Blood Vessel	Artery - Tibial
GTEX-11DXW-0526-SM-5H127	Blood Vessel	Artery - Tibial
GTEX-11DXX-2626-SM-5Q5A3	Blood Vessel	Artery - Tibial
GTEX-11DXZ-2626-SM-59882	Blood Vessel	Artery - Tibial
GTEX-11EI6-0526-SM-5985S	Blood Vessel	Artery - Tibial
GTEX-11EM3-2226-SM-5H11Y	Blood Vessel	Artery - Tibial
GTEX-11EMC-3026-SM-5EQ4R	Blood Vessel	Artery - Tibial
GTEX-11EQ8-0426-SM-5N9DP	Blood Vessel	Artery - Tibial
GTEX-11EQ9-2226-SM-5987H	Blood Vessel	Artery - Tibial
GTEX-11GS4-2926-SM-5A5LF	Blood Vessel	Artery - Tibial
GTEX-11GSP-2926-SM-5N9C2	Blood Vessel	Artery - Tibial
GTEX-11I78-2326-SM-5Q5AH	Blood Vessel	Artery - Tibial
GTEX-11LCK-1426-SM-5HL5R	Blood Vessel	Artery - Tibial
GTEX-11NUK-0526-SM-5A5L5	Blood Vessel	Artery - Tibial
GTEX-11NV4-0526-SM-5N9BF	Blood Vessel	Artery - Tibial
GTEX-11O72-0426-SM-5BC5B	Blood Vessel	Artery - Tibial
GTEX-11OC5-0426-SM-5Q5AR	Blood Vessel	Artery - Tibial
GTEX-11ONC-2726-SM-5N9DZ	Blood Vessel	Artery - Tibial
GTEX-11P7K-2326-SM-5EGKZ	Blood Vessel	Artery - Tibial
GTEX-11P81-2726-SM-59876	Blood Vessel	Artery - Tibial
GTEX-11TT1-2726-SM-5LU8L	Blood Vessel	Artery - Tibial
GTEX-11TUW-2926-SM-5BC59	Blood Vessel	Artery - Tibial
GTEX-11UD2-0526-SM-5GU69	Blood Vessel	Artery - Tibial
GTEX-11VI4-2026-SM-5CVLJ	Blood Vessel	Artery - Tibial
GTEX-11WQC-2726-SM-5CVLG	Blood Vessel	Artery - Tibial
GTEX-11XUK-2426-SM-5GU72	Blood Vessel	Artery - Tibial
GTEX-11ZTS-0326-SM-5EQKP	Blood Vessel	Artery - Tibial
GTEX-11ZUS-1326-SM-5FQUC	Blood Vessel	Artery - Tibial
GTEX-11ZVC-2926-SM-5986H	Blood Vessel	Artery - Tibial
GTEX-1211K-2426-SM-59HL8	Blood Vessel	Artery - Tibial
GTEX-12126-0726-SM-5FQTX	Blood Vessel	Artery - Tibial
GTEX-1212Z-2826-SM-59HJ5	Blood Vessel	Artery - Tibial
GTEX-12584-0426-SM-5FQTT	Blood Vessel	Artery - Tibial
GTEX-12696-2726-SM-5FQUL	Blood Vessel	Artery - Tibial
GTEX-1269C-2826-SM-5EQ5O	Blood Vessel	Artery - Tibial
GTEX-12BJ1-2726-SM-5HL9M	Blood Vessel	Artery - Tibial
GTEX-12C56-2026-SM-5FQSI	Blood Vessel	Artery - Tibial
GTEX-12WSC-0526-SM-5BC5X	Blood Vessel	Artery - Tibial
GTEX-12WSH-2826-SM-5GCP5	Blood Vessel	Artery - Tibial
GTEX-12WSK-2726-SM-5CVND	Blood Vessel	Artery - Tibial
GTEX-12WSL-2626-SM-5GCNV	Blood Vessel	Artery - Tibial
GTEX-12WSM-0526-SM-5GCO8	Blood Vessel	Artery - Tibial
GTEX-12WSN-2726-SM-5LZUK	Blood Vessel	Artery - Tibial
GTEX-12ZZW-0426-SM-5GCO9	Blood Vessel	Artery - Tibial
GTEX-12ZZX-0526-SM-5DUW6	Blood Vessel	Artery - Tibial
GTEX-12ZZY-0526-SM-5EQ5H	Blood Vessel	Artery - Tibial
GTEX-13111-2126-SM-5LZU2	Blood Vessel	Artery - Tibial
GTEX-13113-2126-SM-5EQ4U	Blood Vessel	Artery - Tibial
GTEX-1314G-1926-SM-5BC6F	Blood Vessel	Artery - Tibial
GTEX-131XE-2626-SM-5PNYY	Blood Vessel	Artery - Tibial
GTEX-131XF-2526-SM-5EQ68	Blood Vessel	Artery - Tibial
GTEX-131XG-2226-SM-5DUXS	Blood Vessel	Artery - Tibial
GTEX-131XH-2426-SM-5PNZ6	Blood Vessel	Artery - Tibial
GTEX-131XW-0226-SM-5IJCA	Blood Vessel	Artery - Tibial
GTEX-131YS-0426-SM-5EQ4J	Blood Vessel	Artery - Tibial
GTEX-132AR-0726-SM-5EQ6J	Blood Vessel	Artery - Tibial
GTEX-132NY-0626-SM-5L3D9	Blood Vessel	Artery - Tibial
GTEX-132Q8-0526-SM-5IJBQ	Blood Vessel	Artery - Tibial
GTEX-1339X-2626-SM-5K7YX	Blood Vessel	Artery - Tibial
GTEX-133LE-2226-SM-5IFGU	Blood Vessel	Artery - Tibial
GTEX-1399R-2326-SM-5PNYT	Blood Vessel	Artery - Tibial
GTEX-1399S-2626-SM-5L3DU	Blood Vessel	Artery - Tibial
GTEX-1399T-2626-SM-5L3E4	Blood Vessel	Artery - Tibial
GTEX-139T6-1826-SM-5KM2E	Blood Vessel	Artery - Tibial
GTEX-139T8-0426-SM-5K7VC	Blood Vessel	Artery - Tibial
GTEX-139TT-0526-SM-5J1NN	Blood Vessel	Artery - Tibial
GTEX-139YR-2726-SM-5K7VV	Blood Vessel	Artery - Tibial
GTEX-13CF3-2226-SM-5J2MX	Blood Vessel	Artery - Tibial
GTEX-13D11-2726-SM-5K7V7	Blood Vessel	Artery - Tibial
GTEX-13FH7-2326-SM-5KM1E	Blood Vessel	Artery - Tibial
GTEX-13FHP-0426-SM-5J1O5	Blood Vessel	Artery - Tibial
GTEX-13FTW-2226-SM-5J1OH	Blood Vessel	Artery - Tibial
GTEX-13FTX-2226-SM-5J1OP	Blood Vessel	Artery - Tibial
GTEX-13FTY-0426-SM-5IJC2	Blood Vessel	Artery - Tibial
GTEX-13G51-2926-SM-5IJDL	Blood Vessel	Artery - Tibial
GTEX-13JUV-2426-SM-5J1NS	Blood Vessel	Artery - Tibial
GTEX-13JVG-0426-SM-5MR59	Blood Vessel	Artery - Tibial
GTEX-13N11-2926-SM-5K7VD	Blood Vessel	Artery - Tibial
GTEX-13N1W-0326-SM-5IJDJ	Blood Vessel	Artery - Tibial
GTEX-13NYB-2926-SM-5K7VH	Blood Vessel	Artery - Tibial
GTEX-13NYC-0826-SM-5N9FP	Blood Vessel	Artery - Tibial
GTEX-13NYS-0526-SM-5J1OF	Blood Vessel	Artery - Tibial
GTEX-13NZ8-1626-SM-5IJBC	Blood Vessel	Artery - Tibial
GTEX-13NZ9-0826-SM-5J1NI	Blood Vessel	Artery - Tibial
GTEX-13NZB-2226-SM-5MR5B	Blood Vessel	Artery - Tibial
GTEX-13O21-2526-SM-5J1OZ	Blood Vessel	Artery - Tibial
GTEX-13O3O-0426-SM-5KM2Y	Blood Vessel	Artery - Tibial
GTEX-13O3P-0526-SM-5K7UT	Blood Vessel	Artery - Tibial
GTEX-13O3Q-2526-SM-5IJC4	Blood Vessel	Artery - Tibial
GTEX-13O61-2526-SM-5J1O8	Blood Vessel	Artery - Tibial
GTEX-13OVG-2326-SM-5J1OV	Blood Vessel	Artery - Tibial
GTEX-13OVH-0426-SM-5K7UC	Blood Vessel	Artery - Tibial
GTEX-13OVL-1326-SM-5IJCZ	Blood Vessel	Artery - Tibial
GTEX-13OW6-0326-SM-5L3H9	Blood Vessel	Artery - Tibial
GTEX-13OW7-0626-SM-5K7UD	Blood Vessel	Artery - Tibial
GTEX-13OW8-1626-SM-5L3HW	Blood Vessel	Artery - Tibial
GTEX-13PL6-0526-SM-5L3G6	Blood Vessel	Artery - Tibial
GTEX-13PL7-2126-SM-5L3HZ	Blood Vessel	Artery - Tibial
GTEX-13PLJ-0526-SM-5K7VW	Blood Vessel	Artery - Tibial
GTEX-13PVQ-0526-SM-5LU8Q	Blood Vessel	Artery - Tibial
GTEX-13PVR-2726-SM-5SI6H	Blood Vessel	Artery - Tibial
GTEX-13QBU-2226-SM-5K7WI	Blood Vessel	Artery - Tibial
GTEX-13QIC-1626-SM-5K7TZ	Blood Vessel	Artery - Tibial
GTEX-13QJ3-0626-SM-5SI6G	Blood Vessel	Artery - Tibial
GTEX-13RTK-1826-SM-5S2P3	Blood Vessel	Artery - Tibial
GTEX-13S86-2526-SM-5S2V5	Blood Vessel	Artery - Tibial
GTEX-13U4I-0426-SM-5LU4W	Blood Vessel	Artery - Tibial
GTEX-13VXT-0526-SM-5SI9O	Blood Vessel	Artery - Tibial
GTEX-13VXU-0526-SM-5K7V1	Blood Vessel	Artery - Tibial
GTEX-13W46-0626-SM-5LU3N	Blood Vessel	Artery - Tibial
GTEX-13X6H-2526-SM-5QGOT	Blood Vessel	Artery - Tibial
GTEX-13X6K-0526-SM-5LU51	Blood Vessel	Artery - Tibial
GTEX-144GL-0526-SM-5LU41	Blood Vessel	Artery - Tibial
GTEX-144GM-2226-SM-5O9B5	Blood Vessel	Artery - Tibial
GTEX-145LS-0426-SM-5LU8M	Blood Vessel	Artery - Tibial
GTEX-145ME-2226-SM-5S2VY	Blood Vessel	Artery - Tibial
GTEX-145MF-0426-SM-5LU9T	Blood Vessel	Artery - Tibial
GTEX-145MH-1526-SM-5LUAU	Blood Vessel	Artery - Tibial
GTEX-145MN-2326-SM-5SIB7	Blood Vessel	Artery - Tibial
GTEX-145MO-0626-SM-5NQAW	Blood Vessel	Artery - Tibial
GTEX-146FH-0426-SM-5QGPS	Blood Vessel	Artery - Tibial
GTEX-146FR-1626-SM-5Q5DS	Blood Vessel	Artery - Tibial
GTEX-14753-0226-SM-5Q5CH	Blood Vessel	Artery - Tibial
GTEX-147F3-0426-SM-5SI8V	Blood Vessel	Artery - Tibial
GTEX-147F4-0126-SM-5QGPV	Blood Vessel	Artery - Tibial
GTEX-147JS-0726-SM-5S2UL	Blood Vessel	Artery - Tibial
GTEX-148VJ-0426-SM-5S2V8	Blood Vessel	Artery - Tibial
GTEX-14A6H-2726-SM-5QGPL	Blood Vessel	Artery - Tibial
GTEX-14AS3-2326-SM-5S2NZ	Blood Vessel	Artery - Tibial
GTEX-14B4R-2026-SM-5QGQL	Blood Vessel	Artery - Tibial
GTEX-14BIN-0926-SM-5S2OZ	Blood Vessel	Artery - Tibial
GTEX-14BMU-2426-SM-5RQIJ	Blood Vessel	Artery - Tibial
GTEX-14BMV-0526-SM-5S2NE	Blood Vessel	Artery - Tibial
GTEX-14C39-2626-SM-5S2QD	Blood Vessel	Artery - Tibial
GTEX-14DAR-2126-SM-5RQID	Blood Vessel	Artery - Tibial
GTEX-14E7W-0526-SM-5S2W8	Blood Vessel	Artery - Tibial
GTEX-14ICL-1826-SM-5RQIY	Blood Vessel	Artery - Tibial
GTEX-N7MS-0626-SM-2YUN7	Blood Vessel	Artery - Tibial
GTEX-NFK9-0526-SM-2YUNL	Blood Vessel	Artery - Tibial
GTEX-NPJ8-1826-SM-2YUNC	Blood Vessel	Artery - Tibial
GTEX-O5YT-1826-SM-32PK9	Blood Vessel	Artery - Tibial
GTEX-O5YV-1626-SM-2YUNJ	Blood Vessel	Artery - Tibial
GTEX-O5YW-1826-SM-2YUN2	Blood Vessel	Artery - Tibial
GTEX-OHPK-1826-SM-2YUMR	Blood Vessel	Artery - Tibial
GTEX-OHPM-1826-SM-2YUNF	Blood Vessel	Artery - Tibial
GTEX-OHPN-2826-SM-3LK67	Blood Vessel	Artery - Tibial
GTEX-OIZH-1826-SM-2YUNP	Blood Vessel	Artery - Tibial
GTEX-OIZI-0526-SM-2XCEG	Blood Vessel	Artery - Tibial
GTEX-OOBJ-1826-SM-3NB1C	Blood Vessel	Artery - Tibial
GTEX-OXRK-0526-SM-3NB2F	Blood Vessel	Artery - Tibial
GTEX-OXRL-1826-SM-2YUMV	Blood Vessel	Artery - Tibial
GTEX-OXRO-1926-SM-2S1O3	Blood Vessel	Artery - Tibial
GTEX-OXRP-2426-SM-2S1NR	Blood Vessel	Artery - Tibial
GTEX-P4PP-1826-SM-2S1NT	Blood Vessel	Artery - Tibial
GTEX-P4QS-1826-SM-2S1NI	Blood Vessel	Artery - Tibial
GTEX-P78B-0726-SM-2S1O2	Blood Vessel	Artery - Tibial
GTEX-PLZ4-1326-SM-2S1O7	Blood Vessel	Artery - Tibial
GTEX-PLZ6-1626-SM-3NB23	Blood Vessel	Artery - Tibial
GTEX-POMQ-2126-SM-2S1OJ	Blood Vessel	Artery - Tibial
GTEX-PSDG-0526-SM-2S1OH	Blood Vessel	Artery - Tibial
GTEX-PVOW-0726-SM-2XCF5	Blood Vessel	Artery - Tibial
GTEX-PW2O-1926-SM-2S1OB	Blood Vessel	Artery - Tibial
GTEX-PWCY-2226-SM-2S1OP	Blood Vessel	Artery - Tibial
GTEX-PWN1-1826-SM-2S1PE	Blood Vessel	Artery - Tibial
GTEX-PWOO-2426-SM-2S1OV	Blood Vessel	Artery - Tibial
GTEX-Q2AG-0526-SM-2S1PW	Blood Vessel	Artery - Tibial
GTEX-Q2AH-2026-SM-2S1PX	Blood Vessel	Artery - Tibial
GTEX-Q2AI-1726-SM-2S1PZ	Blood Vessel	Artery - Tibial
GTEX-Q734-2226-SM-3GAD9	Blood Vessel	Artery - Tibial
GTEX-QCQG-1926-SM-5SI7Q	Blood Vessel	Artery - Tibial
GTEX-QDT8-0426-SM-32PKZ	Blood Vessel	Artery - Tibial
GTEX-QDVJ-2126-SM-5S2U2	Blood Vessel	Artery - Tibial
GTEX-QDVN-2326-SM-2S1PF	Blood Vessel	Artery - Tibial
GTEX-QEG4-1226-SM-2S1P6	Blood Vessel	Artery - Tibial
GTEX-QEG5-0626-SM-2S1PP	Blood Vessel	Artery - Tibial
GTEX-QEL4-0526-SM-3GIJ4	Blood Vessel	Artery - Tibial
GTEX-QLQ7-1926-SM-2S1R6	Blood Vessel	Artery - Tibial
GTEX-QV31-1626-SM-2S1QC	Blood Vessel	Artery - Tibial
GTEX-QV44-2226-SM-447A3	Blood Vessel	Artery - Tibial
GTEX-QXCU-0226-SM-2TC5W	Blood Vessel	Artery - Tibial
GTEX-R53T-2026-SM-3GIJF	Blood Vessel	Artery - Tibial
GTEX-R55C-1826-SM-3GADI	Blood Vessel	Artery - Tibial
GTEX-R55E-0326-SM-48FD2	Blood Vessel	Artery - Tibial
GTEX-REY6-0726-SM-2TF4M	Blood Vessel	Artery - Tibial
GTEX-RM2N-1826-SM-2TF5B	Blood Vessel	Artery - Tibial
GTEX-RN64-0526-SM-2TC5P	Blood Vessel	Artery - Tibial
GTEX-RNOR-0426-SM-2TF4U	Blood Vessel	Artery - Tibial
GTEX-RTLS-0426-SM-2TF5K	Blood Vessel	Artery - Tibial
GTEX-RU1J-1926-SM-2TF6S	Blood Vessel	Artery - Tibial
GTEX-RU72-1226-SM-2TF6N	Blood Vessel	Artery - Tibial
GTEX-RUSQ-1926-SM-2TF6K	Blood Vessel	Artery - Tibial
GTEX-RVPU-1526-SM-47JXQ	Blood Vessel	Artery - Tibial
GTEX-RVPV-0226-SM-2TF6W	Blood Vessel	Artery - Tibial
GTEX-RWS6-2326-SM-2XCB4	Blood Vessel	Artery - Tibial
GTEX-RWSA-0526-SM-2XCBC	Blood Vessel	Artery - Tibial
GTEX-S32W-2426-SM-2XCAT	Blood Vessel	Artery - Tibial
GTEX-S33H-2426-SM-2XCB2	Blood Vessel	Artery - Tibial
GTEX-S341-2026-SM-2XCAA	Blood Vessel	Artery - Tibial
GTEX-S3XE-1826-SM-3K2B4	Blood Vessel	Artery - Tibial
GTEX-S4P3-1826-SM-3K2AL	Blood Vessel	Artery - Tibial
GTEX-S4Q7-1326-SM-4AD74	Blood Vessel	Artery - Tibial
GTEX-S4UY-0426-SM-3K2AF	Blood Vessel	Artery - Tibial
GTEX-S4Z8-2026-SM-3K2A9	Blood Vessel	Artery - Tibial
