SAMPID	SMTSD
GTEX-1445S-0011-R10a-SM-5PNWB	Brain - Frontal Cortex (BA9)
GTEX-1445S-0011-R2b-SM-5PNUH	Brain - Substantia nigra
GTEX-1445S-0011-R3a-SM-5P9HY	Brain - Anterior cingulate cortex (BA24)
GTEX-1445S-0011-R4a-SM-5PNWN	Brain - Amygdala
GTEX-1445S-0011-R5a-SM-5PNUS	Brain - Caudate (basal ganglia)
GTEX-1445S-0011-R6b-SM-5PNUF	Brain - Nucleus accumbens (basal ganglia)
GTEX-1445S-0011-R7b-SM-5PNUG	Brain - Putamen (basal ganglia)
GTEX-1445S-0011-R8a-SM-5PNWX	Brain - Hypothalamus
GTEX-1445S-0626-SM-5LU3C	Muscle - Skeletal
GTEX-1445S-1126-SM-5QGOW	Artery - Coronary
GTEX-1445S-1226-SM-5O9BF	Heart - Atrial Appendage
GTEX-1445S-2926-SM-5O993	Minor Salivary Gland
GTEX-1445S-3026-SM-5O9BR	Brain - Cortex
GTEX-144FL-0226-SM-5Q5D4	Adipose - Subcutaneous
GTEX-144FL-0326-SM-5O99O	Muscle - Skeletal
GTEX-144FL-0426-SM-5O9A1	Nerve - Tibial
GTEX-144FL-0626-SM-5LU43	Skin - Not Sun Exposed (Suprapubic)
GTEX-144FL-1526-SM-5Q5CA	Pancreas
GTEX-144FL-2326-SM-5LUAC	Thyroid
GTEX-144FL-2726-SM-5O98Z	Esophagus - Mucosa
GTEX-144FL-3026-SM-5O99C	Brain - Cortex
GTEX-144GL-0011-R11b-SM-5P9F6	Brain - Cerebellar Hemisphere
GTEX-144GL-0011-R1a-SM-5PNZ5	Brain - Hippocampus
GTEX-144GL-0011-R3a-SM-5P9HP	Brain - Anterior cingulate cortex (BA24)
GTEX-144GL-0011-R4a-SM-5PNUI	Brain - Amygdala
GTEX-144GL-0011-R5b-SM-5PNUJ	Brain - Caudate (basal ganglia)
GTEX-144GL-0011-R6a-SM-5P9HW	Brain - Nucleus accumbens (basal ganglia)
GTEX-144GL-0011-R7b-SM-5P9HX	Brain - Putamen (basal ganglia)
GTEX-144GL-0011-R8a-SM-5Q5B1	Brain - Hypothalamus
GTEX-144GL-0226-SM-5QGOX	Adipose - Subcutaneous
GTEX-144GL-0326-SM-5QGOY	Muscle - Skeletal
GTEX-144GL-0426-SM-5QGOZ	Nerve - Tibial
GTEX-144GL-0526-SM-5LU41	Artery - Tibial
GTEX-144GL-0626-SM-5LU4D	Skin - Not Sun Exposed (Suprapubic)
GTEX-144GL-0726-SM-5LU4P	Testis
GTEX-144GL-1026-SM-5O99R	Heart - Atrial Appendage
GTEX-144GL-1226-SM-5O9A4	Thyroid
GTEX-144GL-2026-SM-5LU3O	Breast - Mammary Tissue
GTEX-144GL-2926-SM-5O99F	Brain - Cerebellum
GTEX-144GL-3026-SM-5Q5CW	Brain - Cortex
GTEX-144GM-0126-SM-5Q5AX	Lung
GTEX-144GM-0226-SM-5Q5CB	Thyroid
GTEX-144GM-0426-SM-5Q5C8	Testis
GTEX-144GM-0826-SM-5O98R	Prostate
GTEX-144GM-0926-SM-5O994	Breast - Mammary Tissue
GTEX-144GM-1226-SM-5LU52	Colon - Transverse
GTEX-144GM-1326-SM-5LU5E	Liver
GTEX-144GM-1426-SM-5LU31	Esophagus - Mucosa
GTEX-144GM-1626-SM-5O9AG	Esophagus - Gastroesophageal Junction
GTEX-144GM-1726-SM-5O9AS	Stomach
GTEX-144GM-1926-SM-5LUAN	Adipose - Subcutaneous
GTEX-144GM-2026-SM-5LU3D	Muscle - Skeletal
GTEX-144GM-2126-SM-5LU3P	Nerve - Tibial
GTEX-144GM-2226-SM-5O9B5	Artery - Tibial
GTEX-144GN-0326-SM-5O9AD	Artery - Aorta
GTEX-144GN-0426-SM-5O9AP	Lung
GTEX-144GN-0626-SM-5O9B2	Esophagus - Mucosa
GTEX-144GN-0726-SM-5O98O	Adipose - Visceral (Omentum)
GTEX-144GN-0826-SM-5LU5G	Pancreas
GTEX-144GN-1126-SM-5LU33	Colon - Transverse
GTEX-144GN-1226-SM-5O991	Stomach
GTEX-144GN-1626-SM-5Q5BU	Testis
GTEX-144GN-2126-SM-5O99D	Spleen
GTEX-144GN-2326-SM-5LU4F	Skin - Sun Exposed (Lower leg)
GTEX-144GN-2426-SM-5LU4R	Muscle - Skeletal
GTEX-144GN-2526-SM-5LU54	Nerve - Tibial
GTEX-144GO-0011-R1a-SM-5PNWO	Brain - Hippocampus
GTEX-144GO-0011-R5a-SM-5PNUR	Brain - Caudate (basal ganglia)
GTEX-144GO-0011-R6b-SM-5S2V7	Brain - Nucleus accumbens (basal ganglia)
GTEX-144GO-0011-R7b-SM-5S2TT	Brain - Putamen (basal ganglia)
GTEX-144GO-0126-SM-5LUAO	Thyroid
GTEX-144GO-0226-SM-5LUB1	Lung
GTEX-144GO-1326-SM-5Q5EL	Muscle - Skeletal
GTEX-144GO-2026-SM-5O99P	Skin - Not Sun Exposed (Suprapubic)
GTEX-144GO-2726-SM-5O9A2	Esophagus - Mucosa
GTEX-145LS-0011-R10a-SM-5PNUQ	Brain - Frontal Cortex (BA9)
GTEX-145LS-0011-R1b-SM-5PNUP	Brain - Hippocampus
GTEX-145LS-0011-R2a-SM-5PNZI	Brain - Substantia nigra
GTEX-145LS-0011-R3a-SM-5S2VJ	Brain - Anterior cingulate cortex (BA24)
GTEX-145LS-0011-R4b-SM-5S2UT	Brain - Amygdala
GTEX-145LS-0011-R5a-SM-5SI65	Brain - Caudate (basal ganglia)
GTEX-145LS-0011-R6b-SM-5PNWL	Brain - Nucleus accumbens (basal ganglia)
GTEX-145LS-0011-R7a-SM-5PNWM	Brain - Putamen (basal ganglia)
GTEX-145LS-0011-R8b-SM-5PNXA	Brain - Hypothalamus
GTEX-145LS-0126-SM-5QGP1	Skin - Sun Exposed (Lower leg)
GTEX-145LS-0226-SM-5O9A5	Adipose - Subcutaneous
GTEX-145LS-0426-SM-5LU8M	Artery - Tibial
GTEX-145LS-0526-SM-5LU8Y	Muscle - Skeletal
GTEX-145LS-1226-SM-5Q5D9	Lung
GTEX-145LS-1326-SM-5Q5EP	Heart - Atrial Appendage
GTEX-145LS-1826-SM-5LUAZ	Esophagus - Mucosa
GTEX-145LS-2026-SM-5Q5D7	Esophagus - Gastroesophageal Junction
GTEX-145LS-2726-SM-5Q5D8	Colon - Transverse
GTEX-145LS-2926-SM-5O99G	Colon - Sigmoid
GTEX-145LS-3026-SM-5O99S	Brain - Cerebellum
GTEX-145LS-3126-SM-5Q5BY	Brain - Cortex
GTEX-145LT-0126-SM-5S2QJ	Adrenal Gland
GTEX-145LT-0326-SM-5LUAD	Lung
GTEX-145LT-0426-SM-5LUAP	Testis
GTEX-145LT-0526-SM-5LUB2	Skin - Not Sun Exposed (Suprapubic)
GTEX-145LT-0626-SM-5O99E	Prostate
GTEX-145LT-0726-SM-5S2VM	Breast - Mammary Tissue
GTEX-145LT-0926-SM-5LU9C	Colon - Transverse
GTEX-145LT-1026-SM-5LU9O	Small Intestine - Terminal Ileum
GTEX-145LT-1126-SM-5LUA1	Esophagus - Mucosa
GTEX-145LT-1226-SM-5Q5BZ	Esophagus - Muscularis
GTEX-145LT-1426-SM-5O9B3	Stomach
GTEX-145LT-1526-SM-5O98P	Adipose - Visceral (Omentum)
GTEX-145LT-1626-SM-5O992	Muscle - Skeletal
GTEX-145LT-1726-SM-5QGP3	Skin - Sun Exposed (Lower leg)
GTEX-145LT-1826-SM-5QGP4	Adipose - Subcutaneous
GTEX-145LT-1926-SM-5QGP5	Nerve - Tibial
GTEX-145LU-0011-R10a-SM-5PNWJ	Brain - Frontal Cortex (BA9)
GTEX-145LU-0011-R11b-SM-5P9JX	Brain - Cerebellar Hemisphere
GTEX-145LU-0011-R1a-SM-5Q5CE	Brain - Hippocampus
GTEX-145LU-0011-R3a-SM-5P9K2	Brain - Anterior cingulate cortex (BA24)
GTEX-145LU-0011-R6a-SM-5S2V6	Brain - Nucleus accumbens (basal ganglia)
GTEX-145LU-0011-R8b-SM-5PNZG	Brain - Hypothalamus
GTEX-145LU-0011-R9b-SM-5SI66	Brain - Spinal cord (cervical c-1)
GTEX-145LU-0426-SM-5O9AH	Thyroid
GTEX-145LU-0526-SM-5O9AT	Lung
GTEX-145LU-0726-SM-5QGP2	Nerve - Tibial
GTEX-145LU-1226-SM-5LU9B	Adipose - Visceral (Omentum)
GTEX-145LU-1326-SM-5LU9N	Liver
GTEX-145LU-2026-SM-5Q5E8	Muscle - Skeletal
GTEX-145LU-2126-SM-5Q5E9	Prostate
GTEX-145LU-2626-SM-5LU9Z	Brain - Cerebellum
GTEX-145LV-0226-SM-5S2QG	Heart - Atrial Appendage
GTEX-145LV-0326-SM-5Q5BW	Heart - Left Ventricle
GTEX-145LV-1026-SM-5O9AE	Adipose - Visceral (Omentum)
GTEX-145LV-1226-SM-5S2QH	Prostate
GTEX-145LV-1326-SM-5S2QI	Esophagus - Mucosa
GTEX-145LV-1426-SM-5Q5BV	Esophagus - Muscularis
GTEX-145LV-2126-SM-5LU8N	Skin - Sun Exposed (Lower leg)
GTEX-145LV-2326-SM-5LU8Z	Muscle - Skeletal
GTEX-145LV-2526-SM-5S2VA	Nerve - Tibial
GTEX-145ME-0126-SM-5S2QM	Thyroid
GTEX-145ME-0326-SM-5S2QO	Pancreas
GTEX-145ME-0426-SM-5S2QP	Esophagus - Gastroesophageal Junction
GTEX-145ME-0526-SM-5QGQV	Esophagus - Mucosa
GTEX-145ME-0626-SM-5O99Q	Esophagus - Muscularis
GTEX-145ME-0726-SM-5O9A3	Adipose - Visceral (Omentum)
GTEX-145ME-0826-SM-5O9AF	Colon - Transverse
GTEX-145ME-0926-SM-5O9AR	Small Intestine - Terminal Ileum
GTEX-145ME-1026-SM-5O9B4	Stomach
GTEX-145ME-1126-SM-5SIAT	Colon - Sigmoid
GTEX-145ME-1226-SM-5SIB6	Ovary
GTEX-145ME-1326-SM-5O98Q	Uterus
GTEX-145ME-1426-SM-5RQJS	Vagina
GTEX-145ME-1526-SM-5Q5F2	Breast - Mammary Tissue
GTEX-145ME-1626-SM-5RQI3	Minor Salivary Gland
GTEX-145ME-1726-SM-5Q5EU	Skin - Not Sun Exposed (Suprapubic)
GTEX-145ME-1826-SM-5SI9G	Skin - Sun Exposed (Lower leg)
GTEX-145ME-1926-SM-5SI9S	Adipose - Subcutaneous
GTEX-145ME-2026-SM-5SIA5	Muscle - Skeletal
GTEX-145ME-2126-SM-5SIAH	Nerve - Tibial
GTEX-145ME-2226-SM-5S2VY	Artery - Tibial
GTEX-145MF-0004-SM-5DU4B	Whole Blood
GTEX-145MF-0004-SM-5HJQO	Whole Blood
GTEX-145MF-0426-SM-5LU9T	Artery - Tibial
GTEX-145MF-0526-SM-5LUA6	Adipose - Subcutaneous
GTEX-145MF-0626-SM-5LUAI	Skin - Sun Exposed (Lower leg)
GTEX-145MF-0726-SM-5Q5BT	Lung
GTEX-145MF-0826-SM-5QGQA	Liver
GTEX-145MF-0926-SM-5Q5EA	Skin - Not Sun Exposed (Suprapubic)
GTEX-145MF-1026-SM-5Q5EQ	Adipose - Visceral (Omentum)
GTEX-145MF-1426-SM-5O9B6	Esophagus - Mucosa
GTEX-145MF-1526-SM-5LU95	Esophagus - Gastroesophageal Junction
GTEX-145MF-1726-SM-5LU9H	Testis
GTEX-145MF-2626-SM-5O98S	Pituitary
GTEX-145MF-2726-SM-5O995	Brain - Cortex
GTEX-145MG-0002-SM-5DU3Z	Whole Blood
GTEX-145MG-0002-SM-5HJQB	Whole Blood
GTEX-145MG-0011-R10a-SM-5PNWG	Brain - Frontal Cortex (BA9)
GTEX-145MG-0011-R3b-SM-5SI67	Brain - Anterior cingulate cortex (BA24)
GTEX-145MG-0011-R5b-SM-5S2VU	Brain - Caudate (basal ganglia)
GTEX-145MG-0011-R7b-SM-5P9JY	Brain - Putamen (basal ganglia)
GTEX-145MG-0826-SM-5Q5C2	Thyroid
GTEX-145MG-1526-SM-5Q5EM	Skin - Not Sun Exposed (Suprapubic)
GTEX-145MG-3026-SM-5RQJA	Brain - Cortex
GTEX-145MG-3126-SM-5Q5D3	Brain - Cerebellum
GTEX-145MH-0001-SM-5GYC7	Whole Blood
GTEX-145MH-0001-SM-5HJR6	Whole Blood
GTEX-145MH-0011-R10b-SM-5PNUK	Brain - Frontal Cortex (BA9)
GTEX-145MH-0011-R11a-SM-5P9HQ	Brain - Cerebellar Hemisphere
GTEX-145MH-0011-R1b-SM-5PNWY	Brain - Hippocampus
GTEX-145MH-0011-R3b-SM-5P9JQ	Brain - Anterior cingulate cortex (BA24)
GTEX-145MH-0011-R5a-SM-5P9JT	Brain - Caudate (basal ganglia)
GTEX-145MH-0011-R6a-SM-5PNZ7	Brain - Nucleus accumbens (basal ganglia)
GTEX-145MH-0011-R7a-SM-5PNWH	Brain - Putamen (basal ganglia)
GTEX-145MH-0011-R8a-SM-5PNUL	Brain - Hypothalamus
GTEX-145MH-0326-SM-5LU8H	Muscle - Skeletal
GTEX-145MH-0426-SM-5LU8T	Thyroid
GTEX-145MH-0626-SM-5NQAK	Lung
GTEX-145MH-1026-SM-5Q5CI	Artery - Aorta
GTEX-145MH-1226-SM-5RQJT	Esophagus - Muscularis
GTEX-145MH-1426-SM-5QGPO	Nerve - Tibial
GTEX-145MH-1526-SM-5LUAU	Artery - Tibial
GTEX-145MH-2326-SM-5O9AW	Testis
GTEX-145MH-2726-SM-5QGQ6	Colon - Sigmoid
GTEX-145MH-2826-SM-5RQJF	Skin - Not Sun Exposed (Suprapubic)
GTEX-145MH-2926-SM-5Q5D2	Brain - Cerebellum
GTEX-145MH-3026-SM-5Q5DZ	Brain - Cortex
GTEX-145MH-3126-SM-5S2QT	Pituitary
GTEX-145MI-0001-SM-5DU4V	Whole Blood
GTEX-145MI-0011-R10a-SM-5PNZD	Brain - Frontal Cortex (BA9)
GTEX-145MI-0011-R11a-SM-5P9JZ	Brain - Cerebellar Hemisphere
GTEX-145MI-0011-R3b-SM-5PNWK	Brain - Anterior cingulate cortex (BA24)
GTEX-145MI-0011-R4b-SM-5PNZH	Brain - Amygdala
GTEX-145MI-0011-R5a-SM-5Q5B4	Brain - Caudate (basal ganglia)
GTEX-145MI-0011-R6a-SM-5PNZA	Brain - Nucleus accumbens (basal ganglia)
GTEX-145MI-0011-R7b-SM-5Q5AZ	Brain - Putamen (basal ganglia)
GTEX-145MI-0011-R8b-SM-5PNZ9	Brain - Hypothalamus
GTEX-145MI-0326-SM-5Q5EV	Muscle - Skeletal
GTEX-145MI-0426-SM-5O99V	Adipose - Subcutaneous
GTEX-145MI-0526-SM-5O9A8	Skin - Sun Exposed (Lower leg)
GTEX-145MI-0626-SM-5SI8S	Skin - Not Sun Exposed (Suprapubic)
GTEX-145MI-0826-SM-5SI95	Adipose - Visceral (Omentum)
GTEX-145MI-1126-SM-5O9AK	Thyroid
GTEX-145MI-3126-SM-5Q5CF	Brain - Cerebellum
GTEX-145MN-0001-SM-5GYC2	Whole Blood
GTEX-145MN-0126-SM-5RQHY	Spleen
GTEX-145MN-0226-SM-5QGPY	Adrenal Gland
GTEX-145MN-0326-SM-5QGQI	Kidney - Cortex
GTEX-145MN-0626-SM-5QGRH	Heart - Left Ventricle
GTEX-145MN-0726-SM-5NQBH	Heart - Atrial Appendage
GTEX-145MN-0926-SM-5NQBT	Lung
GTEX-145MN-1026-SM-5NQ9G	Esophagus - Mucosa
GTEX-145MN-1126-SM-5RQJB	Esophagus - Muscularis
GTEX-145MN-1326-SM-5NQ9S	Stomach
GTEX-145MN-1426-SM-5SI9H	Pancreas
GTEX-145MN-1526-SM-5SI9T	Skin - Not Sun Exposed (Suprapubic)
GTEX-145MN-1726-SM-5SIA6	Colon - Transverse
GTEX-145MN-1926-SM-5SIAI	Breast - Mammary Tissue
GTEX-145MN-2226-SM-5SIAU	Skin - Sun Exposed (Lower leg)
GTEX-145MN-2326-SM-5SIB7	Artery - Tibial
GTEX-145MN-2426-SM-5NQA5	Muscle - Skeletal
GTEX-145MN-2626-SM-5NQAH	Adipose - Subcutaneous
GTEX-145MO-0001-SM-5GY9Z	Whole Blood
GTEX-145MO-0001-SM-5HJRJ	Whole Blood
GTEX-145MO-0126-SM-5S2QU	Testis
GTEX-145MO-0326-SM-5Q5B3	Skin - Sun Exposed (Lower leg)
GTEX-145MO-0426-SM-5QGP6	Adipose - Subcutaneous
GTEX-145MO-0526-SM-5Q5F7	Nerve - Tibial
GTEX-145MO-0626-SM-5NQAW	Artery - Tibial
GTEX-145MO-0726-SM-5NQB9	Muscle - Skeletal
GTEX-145MO-0826-SM-5NQBL	Breast - Mammary Tissue
GTEX-145MO-1126-SM-5NQBX	Heart - Left Ventricle
GTEX-145MO-1226-SM-5QGPC	Artery - Aorta
GTEX-145MO-1326-SM-5Q5EF	Lung
GTEX-145MO-1426-SM-5Q5BS	Esophagus - Mucosa
GTEX-145MO-1526-SM-5QGQC	Esophagus - Muscularis
GTEX-145MO-2126-SM-5Q5CZ	Pancreas
GTEX-145MO-2226-SM-5Q5BN	Stomach
GTEX-145MO-2326-SM-5NQ9K	Liver
GTEX-145MO-2426-SM-5NQ9W	Colon - Transverse
GTEX-145MO-2626-SM-5QGPD	Colon - Sigmoid
GTEX-145MO-2826-SM-5LU96	Skin - Not Sun Exposed (Suprapubic)
GTEX-145MO-3126-SM-5S2RT	Pituitary
GTEX-146FH-0002-SM-5DU3S	Whole Blood
GTEX-146FH-0126-SM-5QGPP	Skin - Sun Exposed (Lower leg)
GTEX-146FH-0226-SM-5QGPQ	Adipose - Subcutaneous
GTEX-146FH-0326-SM-5QGPT	Nerve - Tibial
GTEX-146FH-0426-SM-5QGPS	Artery - Tibial
GTEX-146FH-0526-SM-5QGQ3	Muscle - Skeletal
GTEX-146FH-0826-SM-5SI8T	Breast - Mammary Tissue
GTEX-146FH-0926-SM-5SI96	Artery - Coronary
GTEX-146FH-1026-SM-5RQIF	Heart - Left Ventricle
GTEX-146FH-1126-SM-5NQAT	Heart - Atrial Appendage
GTEX-146FH-1226-SM-5NQB6	Lung
GTEX-146FH-1326-SM-5NQBI	Artery - Aorta
GTEX-146FH-1526-SM-5NQBU	Liver
GTEX-146FH-1626-SM-5NQ9H	Esophagus - Muscularis
GTEX-146FH-1726-SM-5QGQ2	Esophagus - Mucosa
GTEX-146FH-1826-SM-5QGQ7	Pancreas
GTEX-146FH-1926-SM-5Q5B2	Esophagus - Gastroesophageal Junction
GTEX-146FH-2026-SM-5SI9I	Adipose - Visceral (Omentum)
GTEX-146FH-2126-SM-5SI9U	Stomach
GTEX-146FH-2426-SM-5Q5EW	Colon - Sigmoid
GTEX-146FH-2526-SM-5Q5BP	Ovary
GTEX-146FH-2626-SM-5Q5E1	Vagina
GTEX-146FQ-0003-SM-5GYCE	Whole Blood
GTEX-146FQ-0126-SM-5NQA9	Skin - Sun Exposed (Lower leg)
GTEX-146FQ-0226-SM-5NQAL	Adipose - Subcutaneous
GTEX-146FQ-0326-SM-5NQAX	Muscle - Skeletal
GTEX-146FQ-0426-SM-5NQBA	Nerve - Tibial
GTEX-146FQ-0526-SM-5LU9I	Artery - Tibial
GTEX-146FQ-0626-SM-5LU9U	Spleen
GTEX-146FQ-0726-SM-5LUA7	Thyroid
GTEX-146FQ-0826-SM-5LUAJ	Artery - Aorta
GTEX-146FQ-0926-SM-5LUAV	Lung
GTEX-146FQ-1026-SM-5LU8I	Esophagus - Mucosa
GTEX-146FQ-1126-SM-5NQBM	Esophagus - Muscularis
GTEX-146FQ-1226-SM-5QGQ4	Esophagus - Gastroesophageal Junction
GTEX-146FQ-1526-SM-5Q5CX	Pancreas
GTEX-146FQ-1726-SM-5QGPX	Prostate
GTEX-146FQ-1926-SM-5NQBY	Colon - Transverse
GTEX-146FQ-2126-SM-5RQHU	Skin - Not Sun Exposed (Suprapubic)
GTEX-146FR-0004-SM-5DU4Q	Whole Blood
GTEX-146FR-0126-SM-5Q5F3	Pancreas
GTEX-146FR-0226-SM-5Q5F6	Adipose - Visceral (Omentum)
GTEX-146FR-0326-SM-5SI8U	Thyroid
GTEX-146FR-0426-SM-5SI97	Esophagus - Mucosa
GTEX-146FR-0526-SM-5Q5EX	Esophagus - Muscularis
GTEX-146FR-0626-SM-5RQJ1	Heart - Left Ventricle
GTEX-146FR-0926-SM-5QGPE	Heart - Atrial Appendage
GTEX-146FR-1026-SM-5NQ9T	Artery - Aorta
GTEX-146FR-1226-SM-5SIA7	Minor Salivary Gland
GTEX-146FR-1326-SM-5SIAJ	Skin - Sun Exposed (Lower leg)
GTEX-146FR-1426-SM-5SIAV	Nerve - Tibial
GTEX-146FR-1526-SM-5SIB8	Adrenal Gland
GTEX-146FR-1626-SM-5Q5DS	Artery - Tibial
GTEX-146FR-1726-SM-5Q5DT	Muscle - Skeletal
GTEX-146FR-1826-SM-5QGPF	Adipose - Subcutaneous
GTEX-146FR-1926-SM-5NQA6	Spleen
GTEX-146FR-2026-SM-5NQAI	Stomach
GTEX-146FR-2426-SM-5NQAU	Vagina
GTEX-14753-0003-SM-5GYBX	Whole Blood
GTEX-14753-0011-R10b-SM-5S2WE	Brain - Frontal Cortex (BA9)
GTEX-14753-0011-R5a-SM-5S2VW	Brain - Caudate (basal ganglia)
GTEX-14753-0011-R6b-SM-5S2UD	Brain - Nucleus accumbens (basal ganglia)
GTEX-14753-0011-R8b-SM-5S2U1	Brain - Hypothalamus
GTEX-14753-0126-SM-5S2TX	Nerve - Tibial
GTEX-14753-0226-SM-5Q5CH	Artery - Tibial
GTEX-14753-0326-SM-5QGQB	Adipose - Subcutaneous
GTEX-14753-0426-SM-5NQAM	Skin - Sun Exposed (Lower leg)
GTEX-14753-0526-SM-5QGPR	Muscle - Skeletal
GTEX-14753-0626-SM-5Q5CY	Testis
GTEX-14753-0726-SM-5QGQO	Skin - Not Sun Exposed (Suprapubic)
GTEX-14753-0926-SM-5Q5BI	Thyroid
GTEX-14753-1626-SM-5NQ9L	Liver
GTEX-14753-1726-SM-5NQ9X	Adrenal Gland
GTEX-14753-1926-SM-5NQAA	Esophagus - Muscularis
GTEX-14753-2426-SM-5LU8U	Breast - Mammary Tissue
GTEX-14753-2526-SM-5LU97	Adipose - Visceral (Omentum)
GTEX-14753-2926-SM-5LU9J	Pituitary
GTEX-1477Z-0003-SM-5DU3M	Whole Blood
GTEX-1477Z-0005-SM-5PNWD	Whole Blood
GTEX-1477Z-0011-R10b-SM-5S2RF	Brain - Frontal Cortex (BA9)
GTEX-1477Z-0011-R3b-SM-5PNX9	Brain - Anterior cingulate cortex (BA24)
GTEX-1477Z-0011-R5b-SM-5PNUO	Brain - Caudate (basal ganglia)
GTEX-1477Z-0626-SM-5NQB7	Lung
GTEX-1477Z-1126-SM-5P9GK	Heart - Atrial Appendage
GTEX-1477Z-1526-SM-5SI9V	Nerve - Tibial
GTEX-1477Z-1626-SM-5SIA8	Muscle - Skeletal
GTEX-1477Z-2126-SM-5Q5CM	Colon - Sigmoid
GTEX-1477Z-2226-SM-5QGPG	Prostate
GTEX-1477Z-2826-SM-5SI9J	Pituitary
GTEX-147F3-0002-SM-5DU5B	Whole Blood
GTEX-147F3-0005-SM-5N9FI	Whole Blood
GTEX-147F3-0126-SM-5NQBJ	Spleen
GTEX-147F3-0226-SM-5NQBV	Muscle - Skeletal
GTEX-147F3-0426-SM-5SI8V	Artery - Tibial
GTEX-147F3-0526-SM-5SI98	Skin - Sun Exposed (Lower leg)
GTEX-147F3-0626-SM-5NQ9I	Adipose - Subcutaneous
GTEX-147F3-0726-SM-5NQ9U	Lung
GTEX-147F3-0826-SM-5NQA7	Esophagus - Mucosa
GTEX-147F3-1526-SM-5SIAK	Vagina
GTEX-147F3-1726-SM-5SIAW	Skin - Not Sun Exposed (Suprapubic)
GTEX-147F3-1926-SM-5SIB9	Colon - Transverse
GTEX-147F4-0003-SM-5GYA1	Whole Blood
GTEX-147F4-0006-SM-5O99T	Whole Blood
GTEX-147F4-0011-R10b-SM-5S2WC	Brain - Frontal Cortex (BA9)
GTEX-147F4-0011-R6b-SM-5S2UP	Brain - Nucleus accumbens (basal ganglia)
GTEX-147F4-0011-R8b-SM-5S2UN	Brain - Hypothalamus
GTEX-147F4-0126-SM-5QGPV	Artery - Tibial
GTEX-147F4-0226-SM-5QGPW	Skin - Sun Exposed (Lower leg)
GTEX-147F4-0626-SM-5LUAK	Testis
GTEX-147F4-0826-SM-5QGRB	Thyroid
GTEX-147F4-0926-SM-5Q5EO	Lung
GTEX-147F4-1026-SM-5Q5F9	Artery - Aorta
GTEX-147F4-1226-SM-5NQAY	Heart - Left Ventricle
GTEX-147F4-1326-SM-5LU9V	Artery - Coronary
GTEX-147F4-1426-SM-5LUA8	Liver
GTEX-147F4-2526-SM-5NQBB	Adrenal Gland
GTEX-147F4-2626-SM-5Q5CS	Kidney - Cortex
GTEX-147F4-2826-SM-5NQBN	Breast - Mammary Tissue
GTEX-147F4-3026-SM-5Q5BJ	Brain - Cerebellum
GTEX-147GR-0003-SM-5DU4P	Whole Blood
GTEX-147GR-0005-SM-5NQAO	Whole Blood
GTEX-147GR-0011-R10b-SM-5S2UM	Brain - Frontal Cortex (BA9)
GTEX-147GR-0011-R2b-SM-5S2RQ	Brain - Substantia nigra
GTEX-147GR-0011-R4a-SM-5S2V2	Brain - Amygdala
GTEX-147GR-0011-R6b-SM-5S2RO	Brain - Nucleus accumbens (basal ganglia)
GTEX-147GR-0011-R7a-SM-5S2RP	Brain - Putamen (basal ganglia)
GTEX-147GR-0011-R9a-SM-5S2UY	Brain - Spinal cord (cervical c-1)
GTEX-147GR-0426-SM-5S2OL	Adipose - Subcutaneous
GTEX-147GR-0526-SM-5S2MY	Skin - Sun Exposed (Lower leg)
GTEX-147GR-0726-SM-5S2PL	Thyroid
GTEX-147GR-2826-SM-5RQK8	Colon - Sigmoid
GTEX-147GR-2926-SM-5RQIN	Pituitary
GTEX-147GR-3026-SM-5S2ML	Brain - Cortex
GTEX-147JS-0003-SM-5DU46	Whole Blood
GTEX-147JS-0006-SM-5NQ7K	Whole Blood
GTEX-147JS-0126-SM-5S2TW	Testis
GTEX-147JS-0226-SM-5S2U9	Skin - Not Sun Exposed (Suprapubic)
GTEX-147JS-0726-SM-5S2UL	Artery - Tibial
GTEX-147JS-1026-SM-5S2MP	Adipose - Visceral (Omentum)
GTEX-147JS-1126-SM-5RQIW	Liver
GTEX-147JS-1226-SM-5RQK4	Lung
GTEX-147JS-1326-SM-5SI6D	Heart - Atrial Appendage
GTEX-147JS-2526-SM-5S2Q8	Colon - Transverse
GTEX-147JS-2626-SM-5S2UX	Colon - Sigmoid
GTEX-148VI-0002-SM-5GYBT	Whole Blood
GTEX-148VI-0006-SM-5O9A6	Whole Blood
GTEX-148VI-0226-SM-5RQKA	Lung
GTEX-148VI-0326-SM-5RQK7	Heart - Left Ventricle
GTEX-148VI-1226-SM-5RQJR	Esophagus - Gastroesophageal Junction
GTEX-148VI-1626-SM-5SI6E	Skin - Sun Exposed (Lower leg)
GTEX-148VI-1726-SM-5S2W9	Adipose - Subcutaneous
GTEX-148VJ-0002-SM-5DU4I	Whole Blood
GTEX-148VJ-0006-SM-5NQB1	Whole Blood
GTEX-148VJ-0011-R9b-SM-5SI77	Brain - Spinal cord (cervical c-1)
GTEX-148VJ-0326-SM-5QGQE	Muscle - Skeletal
GTEX-148VJ-0426-SM-5S2V8	Artery - Tibial
GTEX-148VJ-0626-SM-5LUAW	Skin - Not Sun Exposed (Suprapubic)
GTEX-148VJ-0726-SM-5LU8J	Thyroid
GTEX-148VJ-0826-SM-5LU8V	Lung
GTEX-148VJ-1026-SM-5LU98	Esophagus - Mucosa
GTEX-148VJ-1126-SM-5NQBZ	Esophagus - Muscularis
